|                                                    name |         ra_h |         dec_d | WEBDA | OPENCLUST | Camargo | MWSC |   N_d |    dist_pc |      lon_d |      lat_d |       x_pc |       y_pc |       z_pc |
|                      Czernik 31, Czernik 31, Czernik 31 |   7h37m00.5s | -20d31m23.75s |   454 |       734 |      -- | 1229 |     3 |    1752.33 |   236.2838 |     0.2739 |   -9272.60 |   -1457.57 |      38.54 |
|                      ESO 429-05, ESO 429 05, ESO 429-05 |   7h37m02.5s |    -32d12m06s |   667 |       735 |      -- |  956 |     3 |    2524.67 |   246.5051 |    -5.4012 |   -9302.76 |   -2305.08 |    -207.39 |
|                            NGC 2423, NGC 2423, NGC 2423 |   7h37m06.5s |    -13d51m39s |  1118 |       736 |      -- | 1365 |     3 |     785.33 |   230.4750 |     3.5439 |   -8798.64 |    -604.61 |      77.16 |
|                   Ruprecht 26, Ruprecht 26, Ruprecht 26 |   7h37m10.5s |  -15d39m29.5s |  1571 |       737 |      -- | 1328 |     3 |    1572.00 |   232.0555 |     2.6834 |   -9265.27 |   -1238.33 |     103.73 |
|                                    Alessi 18, Alessi 18 |   7h37m10.5s |    -26d23m12s |    -- |       738 |      -- | 1119 |     2 |    6287.00 |   241.4207 |    -2.5562 |  -11305.40 |   -5515.47 |    -243.63 |
|                      Melotte 71, Melotte 71, Melotte 71 |     7h37m32s |    -12d03m39s |   931 |       739 |      -- | 1405 |     3 |    2927.00 |   228.9476 |     4.5078 |  -10215.56 |   -2200.45 |     263.28 |
|                   Ruprecht 27, Ruprecht 27, Ruprecht 27 |  7h37m38.75s |  -26d31m05.5s |  1572 |       740 |      -- | 1117 |     3 |     875.33 |   241.5871 |    -2.5283 |   -8716.18 |    -769.14 |     -10.26 |
|                                              BH 4, BH 4 |     7h37m44s |    -36d04m00s |   305 |       741 |      -- |   -- |     2 |    9650.00 |   249.9860 |    -7.1296 |  -11581.02 |   -8997.11 |   -1160.06 |
|                            NGC 2425, NGC 2425, NGC 2425 |  7h38m17.25s |    -14d52m48s |  1119 |       742 |      -- | 1348 |     3 |    3760.00 |   231.5061 |     3.2971 |  -10635.71 |   -2937.98 |     250.84 |
|                            NGC 2420, NGC 2420, NGC 2420 |     7h38m23s |     21d34m12s |  1115 |       743 |      -- | 1932 |     3 |    2815.00 |   198.1104 |    19.6328 |  -10816.87 |    -824.17 |     981.00 |
|                      Melotte 72, Melotte 72, Melotte 72 |   7h38m26.5s |    -10d41m30s |   932 |       744 |      -- | 1432 |     3 |    3648.00 |   227.8534 |     5.3656 |  -10736.03 |   -2692.88 |     376.05 |
|                Arp-Madore 2, Arp Madore 2, Arp-Madore 2 |     7h38m44s |    -33d50m21s |    28 |       745 |      -- |  924 |     3 |   13340.00 |   248.1184 |    -5.8803 |  -13249.90 |  -12313.79 |   -1323.62 |
|                            Collinder 467, Collinder 467 |     7h39m18s |    -10d33m00s |   417 |       746 |      -- |   -- |     2 |        nan |   227.8314 |     5.6187 |        nan |        nan |        nan |
|                                                FSR 1327 |     7h39m20s |    -31d44m24s |    -- |        -- |      -- |  974 |     1 |    2597.00 |   246.3358 |    -4.7524 |   -9339.44 |   -2370.45 |    -184.79 |
|                            NGC 2428, NGC 2428, NGC 2428 |   7h39m21.5s |  -16d31m25.5s |  1120 |       747 |      -- | 1313 |     3 |    1868.67 |   233.0681 |     2.7180 |   -9421.22 |   -1492.04 |     119.26 |
|                   Ruprecht 28, Ruprecht 28, Ruprecht 28 |     7h39m36s |    -30d56m03s |  1573 |       748 |      -- |  995 |     3 |    3141.33 |   245.6578 |    -4.3100 |   -9591.87 |   -2853.97 |    -204.89 |
|                            NGC 2430, NGC 2430, NGC 2430 |     7h39m39s |    -16d21m06s |  1121 |       749 |      -- | 1315 |     3 |     669.00 |   232.9522 |     2.8633 |   -8702.40 |    -533.28 |      61.73 |
|                      ESO 493-03, ESO 493 03, ESO 493-03 |     7h39m43s |    -27d17m39s |   692 |       750 |      -- | 1097 |     3 |    1400.00 |   242.4906 |    -2.5056 |   -8946.19 |   -1240.52 |     -32.11 |
|                                    Bochum 15, Bochum 15 |     7h40m06s |    -33d32m00s |   337 |       751 |      -- |   -- |     2 |    2806.00 |   247.9879 |    -5.4834 |   -9347.71 |   -2589.55 |    -237.73 |
|                                      NGC 2408, NGC 2408 |     7h40m09s |     71d39m18s |  1112 |       752 |      -- |   -- |     2 |     566.50 |   143.6250 |    29.4655 |   -8696.17 |     292.52 |     306.95 |
|                                                FSR 1152 |     7h40m10s |     -2d05m06s |    -- |        -- |      -- | 1578 |     1 |    1824.00 |   220.4282 |     9.8513 |   -9666.93 |   -1165.41 |     343.52 |
|                      Haffner 13, Haffner 13, Haffner 13 |     7h40m29s | -30d03m44.75s |   715 |       753 |      -- | 1020 |     3 |     714.00 |   244.9889 |    -3.7176 |   -8601.35 |    -645.68 |     -18.32 |
|                                               MWSC 5019 |     7h40m34s |     32d46m48s |    -- |        -- |      -- | 2109 |     1 |    1534.00 |   186.9533 |    23.9571 |   -9689.46 |    -169.71 |     654.40 |
|                            NGC 2439, NGC 2439, NGC 2439 |   7h40m46.5s |    -31d41m57s |  1124 |       754 |      -- |  978 |     3 |    2996.33 |   246.4501 |    -4.4649 |   -9494.25 |   -2738.44 |    -202.38 |
|                            NGC 2432, NGC 2432, NGC 2432 |  7h40m59.25s | -19d05m56.75s |  1122 |       755 |      -- | 1266 |     3 |    1839.67 |   235.5029 |     1.7886 |   -9341.18 |   -1515.43 |      87.80 |
|                      ESO 429-13, ESO 429 13, ESO 429-13 |     7h41m08s |    -30d43m45s |   668 |       756 |      -- | 1002 |     3 |    1070.67 |   245.6400 |    -3.9226 |   -8740.77 |    -973.06 |     -44.81 |
|                Ruprecht 151, Ruprecht 151, Ruprecht 151 |     7h41m17s |    -16d16m48s |  1534 |       758 |      -- | 1317 |     3 |    1896.67 |   233.0826 |     3.2398 |   -9437.04 |   -1513.96 |     137.89 |
|                   Ruprecht 29, Ruprecht 29, Ruprecht 29 |     7h41m18s |    -24d21m09s |  1574 |       757 |      -- | 1160 |     3 |    1541.33 |   240.1058 |    -0.7455 |   -9068.15 |   -1336.14 |       9.44 |
|                                                FSR 1211 |     7h41m31s |     -9d36m36s |    -- |        -- |      -- | 1458 |     1 |    4332.00 |   227.2705 |     6.5516 |  -11218.57 |   -3161.35 |     530.76 |
|                            NGC 2437, NGC 2437, NGC 2437 |   7h41m47.5s |    -14d48m27s |  1123 |       759 |      -- | 1349 |     3 |    1420.00 |   231.8584 |     4.0709 |   -9174.41 |   -1113.99 |     130.65 |
|                                                FSR 1320 |     7h42m13s |    -29d13m48s |    -- |        -- |      -- | 1051 |     1 |    4712.00 |   244.4487 |    -2.9801 |  -10330.37 |   -4245.41 |    -211.37 |
|                         NGC 2451A, NGC 2451A, NGC 2451A |     7h42m16s |    -38d27m36s |  1127 |       761 |      -- |  822 |     3 |     188.67 |   252.5391 |    -7.4876 |   -8356.16 |    -178.44 |       2.60 |
|                                Ruprecht 30, Ruprecht 30 |     7h42m25s |    -31d28m00s |  1576 |        -- |      -- |  984 |     2 |    1067.00 |   246.4192 |    -4.0461 |   -8725.98 |    -975.46 |     -46.90 |
|                                                FSR 1145 |     7h42m31s |     -1d02m12s |    -- |        -- |      -- | 1588 |     1 |    1292.00 |   219.7666 |    10.8614 |   -9274.47 |    -811.64 |     273.63 |
|                   Ruprecht 31, Ruprecht 31, Ruprecht 31 |  7h42m58.25s | -35d35m45.25s |  1577 |       760 |      -- |  888 |     3 |     650.33 |   250.0874 |    -5.9727 |   -8520.47 |    -608.13 |     -39.95 |
|                                                FSR 1203 |     7h43m41s |     -8d01m12s |    -- |        -- |      -- | 1489 |     1 |    1935.00 |   226.1301 |     7.7902 |   -9627.72 |   -1382.09 |     293.60 |
|                                                FSR 1220 |     7h43m43s |    -11d01m48s |    -- |        -- |      -- | 1428 |     1 |    1410.00 |   228.7838 |     6.3326 |   -9222.83 |   -1054.17 |     185.52 |
|                      ESO 368-11, ESO 368 11, ESO 368-11 |  7h44m24.25s | -34d37m45.25s |   650 |       762 |      -- |  909 |     3 |     911.67 |   249.3859 |    -5.2427 |   -8619.86 |    -849.73 |     -55.27 |
|                         NGC 2451B, NGC 2451B, NGC 2451B |   7h44m27.5s |    -37d40m06s |  1128 |       763 |      -- |  837 |     3 |     364.33 |   252.0532 |    -6.7258 |   -8411.59 |    -344.22 |     -15.31 |
|                            NGC 2447, NGC 2447, NGC 2447 |   7h44m32.5s |    -23d51m30s |  1125 |       764 |      -- | 1170 |     3 |    1037.00 |   240.0448 |     0.1420 |   -8817.74 |    -898.47 |      31.25 |
|                                                FSR 1176 |     7h44m33s |     -5d09m36s |    -- |        -- |      -- | 1531 |     1 |    2398.00 |   223.6999 |     9.3562 |  -10009.29 |   -1634.69 |     422.40 |
|                            NGC 2448, NGC 2448, NGC 2448 |     7h44m34s |    -24d40m21s |  1126 |       765 |      -- | 1151 |     3 |    1040.00 |   240.7529 |    -0.2599 |   -8808.08 |    -907.41 |      23.93 |
|                      Haffner 14, Haffner 14, Haffner 14 |     7h44m50s |    -28d22m24s |   716 |       766 |      -- | 1076 |     3 |    1872.33 |   243.9894 |    -2.0571 |   -9120.73 |   -1681.61 |     -37.54 |
|                                Ruprecht 32, Ruprecht 32 |     7h45m10s |    -25d32m00s |  1578 |       767 |      -- |   -- |     2 |    5346.00 |   241.5663 |    -0.5728 |  -10845.45 |   -4700.87 |     -18.18 |
|                      Haffner 15, Haffner 15, Haffner 15 |     7h45m32s |    -32d50m57s |   717 |       768 |      -- |  940 |     3 |    2605.00 |   247.9509 |    -4.1572 |   -9275.92 |   -2408.12 |    -158.68 |
|                      ESO 258-01, ESO 258 01, ESO 258-01 |   7h45m42.5s |    -46d42m42s |   617 |       769 |      -- |  663 |     3 |     687.33 |   260.1869 |   -10.8804 |   -8415.42 |    -665.10 |    -102.37 |
|                                                FSR 1351 |     7h45m50s |    -34d20m24s |    -- |        -- |      -- |  915 |     1 |    1579.00 |   249.2798 |    -4.8437 |   -8857.05 |   -1471.59 |    -104.52 |
|                   Ruprecht 34, Ruprecht 34, Ruprecht 34 |  7h45m56.25s |    -20d23m09s |  1580 |       770 |      -- | 1232 |     3 |    1174.33 |   237.1994 |     2.1595 |   -8935.51 |    -986.40 |      73.32 |
|                   Ruprecht 33, Ruprecht 33, Ruprecht 33 |     7h45m57s |    -21d56m06s |  1579 |       771 |      -- | 1202 |     3 |    1038.67 |   238.5421 |     1.3856 |   -8841.77 |    -885.75 |      53.88 |
|                   Ruprecht 35, Ruprecht 35, Ruprecht 35 |  7h46m13.25s |    -31d16m57s |  1581 |       772 |      -- |  988 |     3 |    2589.33 |   246.6628 |    -3.2498 |   -9324.53 |   -2373.67 |    -116.46 |
|                                                FSR 1352 |     7h46m28s |    -34d16m48s |    -- |        -- |      -- |  918 |     1 |    1508.00 |   249.2928 |    -4.7004 |   -8831.78 |   -1405.84 |     -94.85 |
|                   Berkeley 39, Berkeley 39, Berkeley 39 |     7h46m46s |     -4d38m24s |   213 |       773 |      -- | 1542 |     3 |    4798.67 |   223.5052 |    10.0899 |  -11723.91 |   -3252.40 |     878.83 |
|                            ASCC 41, Herschel 1, ASCC 41 |   7h47m00.5s |   0d01m10.25s |    95 |       774 |      -- | 1609 |     3 |     379.00 |   219.3490 |    12.3477 |   -8585.99 |    -234.74 |     108.98 |
|                                  ESO 368-14, ESO 368 14 |     7h47m03s |    -32d58m06s |   651 |       775 |      -- |   -- |     2 |    2115.00 |   248.2136 |    -3.9407 |   -9083.55 |   -1959.29 |    -115.81 |
|                                    FSR 1343, ESO 368-14 |     7h47m05s |    -32d58m18s |    -- |       776 |      -- |  936 |     2 |     634.00 |   248.2199 |    -3.9364 |   -8534.78 |    -587.35 |     -15.76 |
|                            NGC 2453, NGC 2453, NGC 2453 |     7h47m36s |    -27d11m39s |  1129 |       777 |      -- | 1100 |     3 |    2227.67 |   243.2763 |    -0.9361 |   -9301.69 |   -1989.45 |      -6.14 |
|                                                FSR 1350 |     7h47m48s |    -34d02m12s |    -- |        -- |      -- |  922 |     1 |    1608.00 |   249.2194 |    -4.3399 |   -8869.22 |   -1499.08 |     -92.83 |
|                                                FSR 1064 |     7h47m55s |      8d52m48s |    -- |        -- |      -- | 1752 |     1 |    2669.00 |   211.2891 |    16.5527 |  -10483.77 |   -1328.72 |     794.49 |
|                                                FSR 1347 |     7h47m58s |    -33d42m00s |    -- |        -- |      -- |  926 |     1 |    2173.00 |   248.9446 |    -4.1413 |   -9079.12 |   -2022.62 |    -127.40 |
|                   Ruprecht 36, Ruprecht 36, Ruprecht 36 |     7h48m23s |    -26d17m42s |  1582 |       778 |      -- | 1122 |     3 |    1727.67 |   242.5885 |    -0.3310 |   -9095.35 |   -1533.66 |      19.60 |
|                                  Teutsch 25, Teutsch 25 |     7h48m27s |  -27d54m25.5s |    -- |       779 |      -- | 1087 |     2 |    2409.50 |   243.9869 |    -1.1334 |   -9356.65 |   -2164.98 |     -17.23 |
|                                  Haffner 25, Haffner 25 |     7h48m40s |    -25d57m06s |   727 |        -- |      -- | 1126 |     2 |    2122.00 |   242.3245 |    -0.1024 |   -9285.55 |   -1879.22 |      26.41 |
|                                                FSR 1249 |     7h48m40s |    -14d42m00s |    -- |        -- |      -- | 1351 |     1 |    2428.00 |   232.5910 |     5.5679 |   -9767.23 |   -1919.51 |     267.35 |
|                                         AH03 J0748 26.9 |     7h48m40s |    -26d56m48s |    -- |       780 |      -- |   -- |     1 |    4440.00 |   243.1826 |    -0.6061 |  -10303.09 |   -3962.25 |     -13.46 |
|                                      FSR 1315, FSR 1315 |     7h48m42s |  -26d59m02.5s |    -- |       781 |      -- | 1102 |     2 |    2255.00 |   243.2186 |    -0.6186 |   -9316.05 |   -2012.99 |       5.95 |
|                            NGC 2455, NGC 2455, NGC 2455 |   7h49m01.5s |    -21d17m48s |  1130 |       782 |      -- | 1216 |     3 |    1453.67 |   238.3504 |     2.3245 |   -9061.91 |   -1236.45 |      88.44 |
|                                                FSR 1308 |     7h49m23s |    -25d34m07s |    -- |       783 |      -- |   -- |     1 |        nan |   242.0761 |     0.2308 |        nan |        nan |        nan |
|                      ESO 311-14, ESO 311 14, ESO 311-14 |     7h49m24s |    -42d41m42s |   630 |       784 |      -- |  746 |     3 |     963.67 |   256.9393 |    -8.3678 |   -8515.87 |    -928.74 |    -112.54 |
|                   Ruprecht 37, Ruprecht 37, Ruprecht 37 |   7h49m51.5s | -17d14m41.75s |  1583 |       785 |      -- | 1301 |     3 |    3500.00 |   234.9457 |     4.5396 |  -10302.98 |   -2856.14 |     310.53 |
|                                                FSR 1245 |     7h49m57s |    -14d01m18s |    -- |        -- |      -- | 1360 |     1 |    1833.00 |   232.1564 |     6.1760 |   -9417.34 |   -1439.10 |     227.83 |
|                      Haffner 16, Haffner 16, Haffner 16 |   7h50m20.5s |    -25d27m42s |   718 |       786 |      -- | 1136 |     3 |    2994.67 |   242.0939 |     0.4714 |   -9701.40 |   -2646.34 |      56.19 |
|                   Ruprecht 38, Ruprecht 38, Ruprecht 38 |   7h50m29.5s |    -20d11m03s |  1584 |       787 |      -- | 1236 |     3 |    1952.00 |   237.5637 |     3.1835 |   -9344.96 |   -1644.92 |     138.80 |
|                      Czernik 32, Czernik 32, Czernik 32 |     7h50m30s | -29d50m47.25s |   455 |       788 |      -- | 1027 |     3 |    4019.33 |   245.8865 |    -1.7302 |   -9941.68 |   -3666.92 |     -89.02 |
|                                                FSR 1361 |     7h50m40s |    -36d23m24s |    -- |        -- |      -- |  866 |     1 |    2234.00 |   251.5562 |    -5.0156 |   -9004.66 |   -2111.13 |    -166.03 |
|                                      FSR 1294, FSR 1294 |     7h51m08s |    -22d07m13s |    -- |       789 |      -- | 1200 |     2 |    2121.00 |   239.3093 |     2.3286 |   -9381.34 |   -1822.42 |     116.69 |
|                      Haffner 17, Haffner 17, Haffner 17 |     7h51m37s |    -31d49m00s |   719 |       790 |      -- |  971 |     3 |    2886.33 |   247.7055 |    -2.5271 |   -9394.28 |   -2667.97 |     -96.71 |
|                                      NGC 2459, NGC 2459 |     7h52m02s |      9d33m24s |  1131 |        -- |      -- | 1760 |     2 |    1188.00 |   211.1116 |    17.7614 |   -9267.41 |    -584.59 |     392.55 |
|                                                FSR 1044 |     7h52m05s |     12d10m24s |    -- |        -- |      -- | 1798 |     1 |    2398.00 |   208.6226 |    18.8859 |  -10289.05 |   -1086.89 |     809.67 |
